interaction_id,date,customer_id,product_type,customer_tier,tenure_months,queue,interaction_type,agent_id,agent_tenure_months,sentiment_score,duration_sec,agent_disposition,transferred_flag,department_transferred,disconnected_by,legal_mention,high_risk_phrase,scenario_label,escalation_validity
INT-43018,10/6/2025,CUS-2154,Reserve Infinite,Private Wealth,74,Transaction Disputes,Chat,AGT-114,36,0.82,1729,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-60860,1/1/2026,CUS-8391,Travel Platinum,Affluent,81,Collections,Call,AGT-125,35,-0.13,129,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-61052,7/28/2025,CUS-2938,Everyday Blue,Preferred,69,Credit Line,Call,AGT-100,20,0.28,2592,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-18288,10/28/2025,CUS-1745,Small Business Elite,Affluent,90,VIP Services,Call,AGT-104,27,-0.28,2119,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-23911,1/12/2026,CUS-5748,Small Business Elite,Affluent,101,VIP Services,Call,AGT-143,5,-0.4,414,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-46899,3/5/2025,CUS-8170,Everyday Blue,Preferred,49,Fraud Ops,Chat,AGT-125,36,0.64,186,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-72126,12/4/2025,CUS-3561,Travel Platinum,Preferred,69,Tech Support,Call,AGT-114,20,-0.73,1661,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-81529,6/4/2025,CUS-5832,Reserve Infinite,Affluent,82,General Inquiry,Call,AGT-109,13,-0.4,3316,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-94926,7/3/2025,CUS-7113,Small Business Elite,Mass Market,2,Collections,Chat,AGT-135,30,0.75,639,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-26152,4/11/2025,CUS-1684,Travel Platinum,Mass Market,1,Credit Line,Call,AGT-136,42,0.19,2260,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-81765,8/29/2025,CUS-2394,Small Business Elite,Affluent,40,Card Services,Chat,AGT-113,12,0.5,3033,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-55069,9/11/2025,CUS-4469,Reserve Infinite,Affluent,53,Card Services,Chat,AGT-141,8,0.7,643,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-31096,12/3/2025,CUS-4014,Reserve Infinite,Private Wealth,29,VIP Services,Call,AGT-139,9,0.67,855,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-25023,4/20/2025,CUS-3971,Travel Platinum,Mass Market,86,Tech Support,Chat,AGT-136,38,0.7,3547,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-81939,3/17/2025,CUS-8557,Small Business Elite,Private Wealth,83,VIP Services,Call,AGT-135,31,-0.85,2811,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-18829,12/31/2025,CUS-5107,Everyday Blue,Preferred,13,General Inquiry,Chat,AGT-112,32,0.45,2055,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-53365,10/1/2025,CUS-6851,Travel Platinum,Private Wealth,17,VIP Services,Chat,AGT-142,11,0.31,469,Resolved,N,None,None,,,Normal,No_Escalation_Required
INT-47373,5/15/2025,CUS-2143,Everyday Blue,Affluent,116,Card Services,Chat,AGT-112,45,-0.36,1905,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-53036,1/16/2026,CUS-6008,Small Business Elite,Mass Market,89,Collections,Call,AGT-137,5,-0.77,2381,Escalated to Lead,Y,Tier 3,Customer,,Crisis situation,Risk_Vulnerability,Valid_Escalation
INT-57774,4/10/2025,CUS-6182,Small Business Elite,Private Wealth,55,Card Services,Call,AGT-110,12,-0.99,1068,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-39035,8/4/2025,CUS-8145,Everyday Blue,Preferred,36,Credit Line,Call,AGT-123,14,-0.73,3062,Requires More Info,N,None,Agent,,,Normal,No_Escalation_Required
INT-53458,5/20/2025,CUS-8863,Travel Platinum,Private Wealth,60,VIP Services,Chat,AGT-128,16,-0.28,1311,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-73828,5/21/2025,CUS-2783,Reserve Infinite,Preferred,23,VIP Services,Chat,AGT-141,6,0.21,3507,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-46780,2/20/2025,CUS-3293,Travel Platinum,Private Wealth,115,Tech Support,Call,AGT-134,16,-0.61,3064,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-92132,12/7/2025,CUS-2252,Small Business Elite,Private Wealth,94,Fraud Ops,Chat,AGT-104,33,0.78,3539,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-76476,1/11/2026,CUS-1511,Travel Platinum,Private Wealth,105,General Inquiry,Call,AGT-137,18,0.16,3210,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-87337,10/22/2025,CUS-4485,Everyday Blue,Private Wealth,117,Account Access,Chat,AGT-102,38,-0.77,2286,Escalated to Lead,Y,Tier 3,Customer,,My partner passed away,Risk_Vulnerability,Valid_Escalation
INT-80736,4/15/2025,CUS-8734,Everyday Blue,Preferred,84,Card Services,Call,AGT-149,14,-0.7,1667,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-39269,7/28/2025,CUS-5767,Travel Platinum,Mass Market,18,Fraud Ops,Call,AGT-129,25,0,430,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-62007,6/23/2025,CUS-6961,Everyday Blue,Preferred,65,Card Services,Chat,AGT-100,18,0.33,3533,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-90482,9/19/2025,CUS-3717,Everyday Blue,Affluent,97,Transaction Disputes,Call,AGT-132,14,-0.72,712,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-33480,10/8/2025,CUS-3395,Small Business Elite,Mass Market,95,Collections,Call,AGT-146,14,-0.86,1529,Escalated to Lead,Y,Supervisor,Customer,,I am currently in the hospital,Risk_Vulnerability,Valid_Escalation
INT-15297,7/21/2025,CUS-4585,Small Business Elite,Private Wealth,98,General Inquiry,Call,AGT-131,11,-0.54,1142,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-58422,5/19/2025,CUS-4834,Travel Platinum,Preferred,6,Collections,Chat,AGT-142,24,-0.59,3301,Escalated to Trust & Safety,Y,Trust & Safety,Customer,Join the class action,,Legal_Litigation,Valid_Escalation
INT-57349,12/22/2025,CUS-7358,Small Business Elite,Mass Market,61,Fraud Ops,Call,AGT-129,40,0.76,223,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-95003,4/30/2025,CUS-6309,Small Business Elite,Private Wealth,14,Tech Support,Chat,AGT-145,10,0.94,2655,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-45847,7/7/2025,CUS-5314,Travel Platinum,Mass Market,75,Card Services,Chat,AGT-134,28,0.14,1602,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-95678,8/12/2025,CUS-7201,Reserve Infinite,Affluent,47,Fraud Ops,Call,AGT-137,12,0.31,3482,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-20202,5/14/2025,CUS-9465,Small Business Elite,Mass Market,33,Account Access,Call,AGT-124,17,0.95,972,Ticket Closed,N,None,None,,,Normal,No_Escalation_Required
INT-77681,9/13/2025,CUS-7649,Everyday Blue,Affluent,46,VIP Services,Call,AGT-122,21,-0.03,2034,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-89195,9/14/2025,CUS-1108,Reserve Infinite,Private Wealth,65,VIP Services,Call,AGT-108,16,-0.12,1002,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-20104,2/14/2026,CUS-9430,Small Business Elite,Private Wealth,83,Card Services,Call,AGT-117,41,-0.58,825,Duplicate Ticket Exists,N,None,None,,,Normal,No_Escalation_Required
INT-30625,6/4/2025,CUS-6934,Everyday Blue,Private Wealth,78,Credit Line,Chat,AGT-145,38,0.63,2767,Escalated to Trust & Safety,Y,Trust & Safety,Customer,I am contacting my legal counsel,,Legal_Inexplicit,Valid_Escalation
INT-40191,2/8/2026,CUS-7793,Reserve Infinite,Private Wealth,104,Credit Line,Chat,AGT-121,27,0.44,2032,Callback Requested,N,None,None,,,Normal,No_Escalation_Required
INT-98503,10/15/2025,CUS-8844,Travel Platinum,Mass Market,62,Collections,Call,AGT-113,36,0.18,2711,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-63857,5/28/2025,CUS-1367,Small Business Elite,Private Wealth,32,Credit Line,Chat,AGT-102,44,-0.74,2486,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-31119,9/11/2025,CUS-3207,Everyday Blue,Private Wealth,81,Fraud Ops,Chat,AGT-132,27,-0.92,2404,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-29249,10/25/2025,CUS-1916,Travel Platinum,Affluent,22,General Inquiry,Call,AGT-116,14,0.84,2176,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-63143,11/15/2025,CUS-1305,Small Business Elite,Affluent,113,Fraud Ops,Call,AGT-146,15,0.46,3424,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-47152,3/6/2025,CUS-2404,Everyday Blue,Affluent,28,Transaction Disputes,Call,AGT-128,29,0.21,1990,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-73133,9/26/2025,CUS-3794,Travel Platinum,Affluent,29,Credit Line,Call,AGT-126,4,0.2,3314,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-86368,8/17/2025,CUS-3979,Travel Platinum,Private Wealth,80,General Inquiry,Chat,AGT-142,22,0.02,746,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-99861,1/13/2026,CUS-6614,Travel Platinum,Private Wealth,119,Tech Support,Chat,AGT-129,19,0.19,341,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-40122,6/1/2025,CUS-7196,Reserve Infinite,Affluent,50,General Inquiry,Call,AGT-108,31,-0.78,888,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-78512,12/5/2025,CUS-9263,Travel Platinum,Preferred,88,Transaction Disputes,Call,AGT-126,40,0.65,2540,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-22622,9/26/2025,CUS-3906,Small Business Elite,Private Wealth,61,Card Services,Call,AGT-139,32,0.2,3270,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-79655,6/25/2025,CUS-9246,Small Business Elite,Affluent,97,Account Access,Call,AGT-107,37,-0.81,2760,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-27082,10/7/2025,CUS-9835,Travel Platinum,Mass Market,106,Collections,Call,AGT-100,12,0.79,3233,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-98940,10/1/2025,CUS-8069,Reserve Infinite,Mass Market,67,VIP Services,Chat,AGT-126,7,-0.26,237,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-79444,10/22/2025,CUS-8028,Travel Platinum,Mass Market,30,General Inquiry,Call,AGT-130,6,-0.72,1621,Follow Up Needed,N,None,Customer,,I hope you get fired,Risk_Abuse,Missed_Escalation
INT-55943,11/7/2025,CUS-2600,Everyday Blue,Mass Market,55,Collections,Call,AGT-108,9,-0.49,3196,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-40475,10/15/2025,CUS-2373,Travel Platinum,Mass Market,37,Transaction Disputes,Call,AGT-138,6,0.75,1733,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-43791,12/19/2025,CUS-4096,Small Business Elite,Affluent,1,Credit Line,Call,AGT-145,5,0.49,89,Callback Requested,N,None,Agent,,,Normal,No_Escalation_Required
INT-85757,10/4/2025,CUS-9561,Travel Platinum,Private Wealth,16,Transaction Disputes,Call,AGT-133,21,-0.99,2741,Resolved,N,None,Agent,,,Normal,No_Escalation_Required
INT-36924,1/12/2026,CUS-6175,Small Business Elite,Private Wealth,53,Card Services,Chat,AGT-123,45,-0.79,1805,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-95403,10/10/2025,CUS-5155,Small Business Elite,Mass Market,34,Credit Line,Call,AGT-134,49,-0.15,1557,Follow Up Needed,N,None,None,,,Normal,No_Escalation_Required
INT-90200,6/9/2025,CUS-5514,Reserve Infinite,Mass Market,88,Collections,Chat,AGT-125,58,0.51,1752,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-82365,7/27/2025,CUS-8904,Everyday Blue,Preferred,23,Collections,Call,AGT-123,17,0.12,2041,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-43263,9/16/2025,CUS-6024,Small Business Elite,Mass Market,74,Fraud Ops,Chat,AGT-122,21,0.55,1690,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-28096,11/11/2025,CUS-2951,Everyday Blue,Affluent,96,Transaction Disputes,Chat,AGT-114,35,-0.11,2924,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-31206,3/21/2025,CUS-2642,Reserve Infinite,Affluent,28,Credit Line,Call,AGT-132,26,-0.2,1446,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-82165,6/4/2025,CUS-1852,Reserve Infinite,Affluent,21,Fraud Ops,Chat,AGT-124,30,-0.57,81,Requires More Info,N,None,Agent,,You are useless,Risk_Abuse,Missed_Escalation
INT-21939,11/16/2025,CUS-3381,Reserve Infinite,Affluent,61,Credit Line,Call,AGT-138,13,-0.13,322,Customer Education,N,None,None,,,Normal,No_Escalation_Required
INT-44483,4/22/2025,CUS-4633,Small Business Elite,Preferred,48,Card Services,Call,AGT-105,22,0.22,3027,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-60374,4/6/2025,CUS-7564,Reserve Infinite,Preferred,79,Card Services,Call,AGT-141,8,0.04,2974,Escalated to Trust & Safety,N,None,Agent,,,Normal,Invalid_Disposition
INT-88311,9/1/2025,CUS-1941,Small Business Elite,Mass Market,100,Collections,Call,AGT-111,42,0.28,1858,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-11403,2/6/2026,CUS-4304,Small Business Elite,Mass Market,109,Collections,Chat,AGT-142,16,-0.34,2182,Escalated to Lead,Y,General Support,Customer,,My partner passed away,Risk_Vulnerability_FAILURE_WrongRoute,Valid_Escalation
INT-47487,8/29/2025,CUS-4190,Reserve Infinite,Preferred,5,Transaction Disputes,Call,AGT-150,14,-0.83,2172,Requires More Info,N,None,Customer,,You represent a scam,Risk_Abuse,Missed_Escalation
INT-40365,1/16/2026,CUS-3776,Reserve Infinite,Private Wealth,87,Fraud Ops,Chat,AGT-102,50,-0.28,2742,Requires More Info,N,None,Agent,,,Normal,No_Escalation_Required
INT-10037,12/17/2025,CUS-3579,Reserve Infinite,Private Wealth,12,Fraud Ops,Chat,AGT-117,20,0.56,1506,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-97773,5/21/2025,CUS-7474,Reserve Infinite,Affluent,52,Credit Line,Chat,AGT-137,18,-0.6,122,Callback Requested,N,None,None,,,Normal,No_Escalation_Required
INT-18993,12/15/2025,CUS-2477,Travel Platinum,Mass Market,71,Collections,Chat,AGT-118,22,0.45,2350,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-86406,8/11/2025,CUS-6703,Reserve Infinite,Affluent,45,Fraud Ops,Call,AGT-117,11,-0.55,856,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-69606,12/8/2025,CUS-7618,Everyday Blue,Preferred,74,VIP Services,Chat,AGT-100,18,-0.48,1727,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-76353,11/16/2025,CUS-2744,Small Business Elite,Preferred,72,Fraud Ops,Call,AGT-104,15,0.01,1452,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-25336,6/20/2025,CUS-9409,Everyday Blue,Private Wealth,33,Transaction Disputes,Chat,AGT-134,18,0.63,2414,Escalated to Trust & Safety,Y,Trust & Safety,Customer,Breach of contract,,Legal_Implied,Valid_Escalation
INT-42786,3/31/2025,CUS-8254,Everyday Blue,Preferred,49,Fraud Ops,Chat,AGT-136,22,-0.03,1056,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-54520,2/3/2026,CUS-8517,Small Business Elite,Preferred,88,Credit Line,Call,AGT-129,19,0.79,3590,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-13584,4/9/2025,CUS-8896,Small Business Elite,Mass Market,15,Collections,Call,AGT-116,12,-0.86,2655,Callback Requested,N,None,Agent,,,Normal,No_Escalation_Required
INT-38885,2/4/2026,CUS-4767,Reserve Infinite,Private Wealth,103,VIP Services,Call,AGT-120,14,-0.18,1506,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-77699,12/27/2025,CUS-9776,Small Business Elite,Mass Market,2,Collections,Chat,AGT-144,40,0.66,1076,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-47655,11/8/2025,CUS-2523,Reserve Infinite,Private Wealth,52,Card Services,Call,AGT-143,31,0.5,1460,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-19965,2/9/2026,CUS-3924,Reserve Infinite,Preferred,61,Account Access,Call,AGT-120,39,-0.29,2409,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-45268,2/5/2026,CUS-3994,Everyday Blue,Preferred,96,Collections,Call,AGT-143,55,0.86,838,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-75404,12/7/2025,CUS-4271,Reserve Infinite,Affluent,31,Credit Line,Call,AGT-147,10,-0.52,1147,Ticket Closed,N,None,None,,,Normal,No_Escalation_Required
INT-37102,6/30/2025,CUS-4755,Everyday Blue,Private Wealth,26,Card Services,Call,AGT-115,39,0.67,1518,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-30446,12/2/2025,CUS-2747,Small Business Elite,Preferred,16,Tech Support,Call,AGT-105,11,0.35,2777,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-74574,2/22/2025,CUS-1108,Reserve Infinite,Preferred,98,Card Services,Call,AGT-134,25,0.92,3533,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-73214,8/31/2025,CUS-7081,Reserve Infinite,Affluent,80,Fraud Ops,Call,AGT-120,6,-0.02,2413,Escalated to Lead,N,None,None,,,Normal,Invalid_Disposition
INT-46009,8/1/2025,CUS-9041,Small Business Elite,Mass Market,24,Account Access,Call,AGT-148,6,0.83,1207,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-62150,10/20/2025,CUS-4638,Travel Platinum,Mass Market,97,Credit Line,Chat,AGT-136,15,-0.74,2213,Escalated to Lead,N,None,Agent,,,Normal,Invalid_Disposition
INT-65466,10/20/2025,CUS-8836,Everyday Blue,Mass Market,70,Account Access,Chat,AGT-102,20,0,1672,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-99959,9/18/2025,CUS-3863,Everyday Blue,Preferred,59,Transaction Disputes,Call,AGT-107,36,0.4,1944,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-51373,12/14/2025,CUS-1137,Small Business Elite,Preferred,2,Card Services,Call,AGT-143,22,-0.58,2439,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-23205,1/26/2026,CUS-6331,Travel Platinum,Affluent,47,Fraud Ops,Call,AGT-139,11,0.72,826,Escalated to Lead,N,None,Agent,,,Normal,Invalid_Disposition
INT-81901,3/28/2025,CUS-5306,Reserve Infinite,Private Wealth,31,General Inquiry,Call,AGT-117,9,-0.06,2571,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-54970,5/13/2025,CUS-6995,Travel Platinum,Mass Market,24,Tech Support,Call,AGT-131,7,-0.15,1776,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-58799,2/26/2025,CUS-6981,Reserve Infinite,Affluent,110,Card Services,Chat,AGT-125,18,-0.44,796,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-84895,1/5/2026,CUS-3148,Everyday Blue,Preferred,74,Collections,Call,AGT-143,14,-0.9,469,Requires More Info,N,None,None,,I hope you get fired,Risk_Abuse,Missed_Escalation
INT-45382,9/9/2025,CUS-4863,Reserve Infinite,Preferred,72,Collections,Call,AGT-127,26,0.71,863,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-29116,1/17/2026,CUS-3450,Travel Platinum,Mass Market,61,Transaction Disputes,Chat,AGT-100,19,-0.65,2106,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-27625,5/8/2025,CUS-9470,Reserve Infinite,Affluent,69,Fraud Ops,Call,AGT-146,28,-0.37,2053,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-49326,3/12/2025,CUS-5111,Reserve Infinite,Private Wealth,72,Credit Line,Call,AGT-136,6,-0.9,465,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-31409,12/14/2025,CUS-1983,Everyday Blue,Preferred,28,Fraud Ops,Chat,AGT-116,21,-0.05,2639,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-22622,1/14/2026,CUS-8370,Travel Platinum,Mass Market,96,Credit Line,Chat,AGT-121,7,-0.48,1535,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-83446,6/7/2025,CUS-5222,Reserve Infinite,Mass Market,45,Card Services,Call,AGT-101,30,-0.18,1498,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-99074,7/16/2025,CUS-4259,Small Business Elite,Private Wealth,74,Transaction Disputes,Chat,AGT-136,26,0.3,2265,Callback Requested,N,None,None,,,Normal,No_Escalation_Required
INT-32877,4/9/2025,CUS-5663,Travel Platinum,Preferred,46,Card Services,Call,AGT-120,29,0.35,2056,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-68580,1/28/2026,CUS-2284,Reserve Infinite,Private Wealth,49,Tech Support,Call,AGT-139,20,-0.43,2647,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
